id_,methodAnonymousClassesQty,methodAssignmentsQty,methodCbo,methodComparisonsQty,methodLambdasQty,methodLoc,methodLoopQty,methodMathOperationsQty,methodMaxNestedBlocks,methodNumbersQty,methodParametersQty,methodParenthesizedExpsQty,methodReturnQty,methodRfc,methodStringLiteralsQty,methodSubClassesQty,methodTryCatchQty,methodUniqueWordsQty,methodVariablesQty,methodWmc,bugFixCount,refactoringsInvolved
59201,0,44,20,4,0,177,4,0,5,3,2,2,1,44,2,0,1,56,34,47,0,0
27475,0,16,9,2,0,197,5,5,5,14,0,1,27,50,15,0,13,63,11,36,6,7
81214,0,69,12,11,0,208,2,56,5,68,1,19,1,57,16,0,0,119,45,65,31,36
60542,0,33,10,6,0,214,0,15,9,2,1,5,7,33,40,0,5,97,19,63,9,18
48693,0,15,10,0,0,49,3,2,8,3,4,0,0,15,1,0,3,40,14,12,2,2
52375,10,20,19,0,0,428,1,3,2,6,1,0,0,51,23,0,0,210,6,19,3,1
85184,0,16,15,4,0,78,2,0,6,2,1,2,0,46,9,0,2,62,13,21,15,4
61012,0,13,9,9,0,69,2,7,4,7,0,0,0,37,21,0,2,115,9,18,48,7
13308,0,18,3,5,0,107,2,3,7,2,0,0,1,41,16,0,2,79,15,25,0,0
8003,0,44,10,8,0,162,10,18,4,23,1,9,1,74,14,0,4,98,39,48,18,8
7710,0,32,18,0,0,106,10,13,5,13,1,3,1,60,7,0,2,94,29,27,14,14
6036,0,22,23,1,0,73,1,0,5,4,1,2,1,38,3,0,2,51,21,13,91,30
90279,0,41,7,1,0,244,1,46,6,18,1,4,0,60,75,0,3,132,15,49,21,21
5558,0,45,4,3,0,162,8,29,5,28,0,5,2,33,32,0,0,81,17,43,13,2
42043,0,19,11,0,0,119,8,2,10,1,2,2,0,58,11,0,3,69,17,35,12,5
96988,1,55,16,8,0,241,8,7,6,7,7,4,1,83,50,0,3,144,36,52,13,4
76905,0,179,2,0,0,280,10,97,5,119,2,64,2,16,180,0,0,64,35,104,12,14
93740,0,47,3,6,0,174,5,19,6,4,0,6,1,47,43,0,1,72,34,39,2,3
36193,0,116,13,4,0,348,7,98,3,13,8,25,1,55,242,0,1,169,62,56,17,6
69166,0,46,16,11,0,230,0,28,10,2,3,7,1,56,61,0,6,121,26,53,10,32
76225,0,229,22,52,0,771,34,160,14,310,1,44,7,110,0,0,0,181,137,270,64,45
58091,0,17,4,7,0,139,3,3,7,14,1,0,5,36,0,0,2,63,13,32,63,14
34132,35,32,4,0,0,596,0,8,1,8,0,6,0,25,36,0,1,170,4,4,1,1
67045,0,31,10,4,0,121,3,11,4,5,1,4,1,42,26,0,4,70,23,29,75,48
55836,0,15,13,2,0,127,7,20,9,4,3,0,4,73,46,0,5,97,15,42,37,18
59205,0,25,21,0,0,86,5,0,7,4,3,0,0,53,17,0,4,63,18,15,1,16
40146,0,39,15,2,0,110,3,5,6,8,2,0,0,28,7,0,0,37,25,34,5,9
32430,0,74,20,8,0,257,2,20,6,17,1,1,4,79,38,0,12,163,55,51,8,0
79278,0,24,17,1,3,129,8,0,7,1,2,3,1,76,29,0,0,102,20,27,10,7
52936,0,12,3,14,0,232,0,0,7,0,0,2,27,39,56,0,13,86,10,56,0,8
8142,0,31,17,13,0,136,3,26,6,12,2,2,3,55,57,0,2,165,21,47,66,39
33434,0,18,11,1,0,124,8,8,5,2,1,1,1,48,25,0,3,108,12,29,3,0
63870,0,35,13,6,0,157,6,14,10,13,2,6,7,47,31,0,1,93,24,43,15,2
16257,0,31,5,0,0,79,6,4,6,0,0,0,1,33,10,0,0,75,28,19,11,3
98863,0,19,20,1,0,99,2,4,7,0,2,0,1,35,7,0,2,57,13,29,26,25
97711,0,61,5,35,0,325,2,23,5,38,0,9,35,27,20,0,12,84,18,90,0,6
769,0,15,9,23,0,187,0,0,4,6,1,0,8,62,0,0,1,79,8,48,49,14
75420,1,37,9,17,0,150,3,14,5,25,5,10,10,39,1,0,2,60,25,39,44,32
62294,0,92,1,71,0,338,0,1,3,5,1,0,1,18,0,0,4,61,7,143,4,10
65716,1,19,10,5,0,136,0,4,5,5,7,1,5,32,15,0,3,57,12,27,30,13
46670,0,51,8,8,0,155,6,15,6,5,0,1,0,50,30,0,1,103,22,35,7,10
22517,0,46,7,6,0,100,4,13,5,25,1,5,0,33,4,0,0,97,39,28,4,35
61390,0,51,10,10,1,247,2,2,8,31,2,2,0,76,18,0,12,151,36,55,23,45
34659,0,46,28,4,0,162,0,1,3,10,2,3,10,47,20,0,1,94,41,22,2,3
91035,3,30,17,19,0,122,1,11,3,5,1,0,6,67,78,0,4,100,21,26,4,1
75664,0,80,10,9,0,274,6,10,6,35,0,0,11,82,30,0,7,151,55,44,3,3
94816,0,181,3,110,0,434,2,21,6,155,0,173,4,47,13,0,0,153,19,239,8,0
29245,0,48,2,16,0,189,2,13,8,47,1,9,3,17,4,0,1,36,7,48,1,4
94629,0,19,16,0,0,105,0,5,3,2,13,0,12,39,31,0,6,88,13,19,0,4
14120,0,46,17,4,0,177,1,10,7,20,1,1,12,49,65,0,7,106,34,83,87,16
87805,0,20,19,3,0,115,2,5,6,3,1,0,1,58,10,0,1,105,17,25,49,28
87854,0,21,23,7,0,111,0,0,4,4,1,10,22,32,3,0,0,90,20,40,162,118
30121,0,30,6,17,0,253,3,20,8,4,0,9,12,48,45,0,6,138,19,72,49,10
94571,5,21,16,3,0,126,0,2,4,19,1,3,0,55,1,0,2,85,11,17,6,1
99322,0,23,3,2,0,131,2,3,5,7,2,11,19,35,10,0,3,67,14,52,44,7
59023,0,23,7,3,0,124,0,30,6,6,1,1,0,19,73,0,1,84,14,48,1,0
29387,0,29,13,4,0,691,2,15,3,35,2,6,2,111,7,0,0,161,11,258,88,147
95841,0,44,15,8,0,132,1,10,6,5,1,18,0,31,56,0,0,66,36,29,6,17
64053,0,59,19,2,0,124,11,6,3,25,2,1,1,93,11,0,0,82,53,24,0,0
79456,2,32,22,5,0,110,0,1,3,0,1,1,0,62,6,0,1,113,15,16,35,11
80513,0,14,6,1,0,63,3,0,7,0,0,0,1,36,4,0,2,56,13,15,45,50
64415,0,86,19,0,0,229,5,104,5,78,4,22,0,43,26,0,1,174,67,19,19,7
98773,12,83,34,33,0,413,0,0,2,54,1,11,0,91,50,0,2,202,23,76,13,21
35590,4,30,9,18,0,270,0,1,4,13,3,0,0,32,23,0,0,84,17,62,8,9
68364,0,58,4,7,0,226,0,0,6,6,3,1,2,37,4,0,0,44,35,50,1,13
57022,0,65,10,12,0,294,10,20,4,50,3,17,2,58,211,0,2,84,50,70,21,8
26459,1,87,12,12,0,228,5,1,4,23,1,2,5,50,80,0,0,50,30,52,14,36
4902,0,48,22,2,0,285,8,5,11,4,5,1,0,56,52,0,2,125,31,84,24,38
26705,0,13,5,2,0,49,2,10,8,5,1,1,0,26,18,0,0,45,11,13,3,1
98725,23,74,41,2,0,589,1,2,1,25,1,1,0,90,13,0,0,246,13,11,80,24
38589,0,98,3,37,0,307,1,21,4,30,1,21,0,54,119,0,4,154,45,71,8,2
90958,0,31,5,0,0,79,6,4,6,0,0,0,1,33,10,0,0,75,28,19,11,4
74919,1,27,19,0,0,101,1,1,7,1,3,0,0,62,4,0,7,79,24,11,2,3
20491,0,38,9,7,0,89,3,15,6,29,1,2,2,37,20,0,1,64,23,19,0,2
84623,4,111,15,15,0,516,14,26,8,10,0,2,1,121,104,0,6,149,77,117,44,9
67188,0,46,8,1,0,193,7,6,4,32,1,0,1,38,100,0,2,74,36,34,8,0
32643,0,6,1,24,0,508,0,15,3,48,2,63,130,32,73,0,13,45,6,191,2,6
89594,1,32,14,7,0,153,8,2,3,0,2,0,8,72,17,0,0,108,27,35,0,0
46771,1,19,11,1,0,87,0,6,4,7,3,0,0,51,27,0,5,64,13,13,0,11
39828,0,28,14,6,1,104,3,2,7,2,1,2,7,29,0,0,0,63,17,30,3,9
27658,1,16,6,1,0,117,3,6,7,5,2,0,0,30,11,0,2,77,8,22,0,3
90451,0,25,22,6,0,87,4,1,3,9,6,2,5,43,2,0,2,71,18,26,0,5
53542,0,67,6,34,0,188,11,17,7,65,1,4,2,25,37,0,0,53,34,77,23,1
55438,0,81,5,5,0,205,11,9,6,46,1,24,2,34,60,0,2,73,32,52,4,3
65634,0,20,9,5,0,122,7,4,5,8,4,3,0,34,29,0,0,58,13,42,1,1
96961,0,40,10,4,0,117,4,11,3,5,0,0,5,75,16,0,3,106,32,16,13,2
19659,0,69,9,33,0,205,5,28,6,33,6,11,6,30,16,0,1,118,46,83,6,3
71991,0,56,22,5,0,170,7,2,8,16,3,2,2,78,2,0,3,102,38,37,66,93
23388,0,3,4,0,0,51,3,0,9,1,2,0,0,14,13,0,1,35,3,11,2,10
52229,0,60,14,2,0,177,6,2,8,7,3,5,3,45,46,0,0,64,42,41,2,4
106,15,40,23,2,0,297,0,0,2,2,3,0,1,29,2,0,0,172,8,12,34,28
76447,0,24,3,3,0,176,4,2,10,6,0,2,4,65,4,0,8,75,14,42,31,12
239,0,14,7,3,0,119,3,2,6,1,0,7,2,23,3,0,1,57,6,38,9,1
39482,0,26,13,2,0,81,2,2,7,2,4,0,2,25,12,0,1,54,22,19,1,4
11432,0,13,6,5,0,70,0,0,7,2,1,0,5,24,8,0,2,65,9,19,20,6
21014,0,38,27,4,0,199,0,9,4,1,3,0,1,39,18,0,0,89,33,37,10,9
95222,0,42,7,10,0,136,9,9,10,11,0,7,1,36,31,0,1,57,22,42,0,2
24585,0,6,6,2,0,66,0,4,6,8,3,5,3,39,4,0,3,49,6,16,6,0
20602,0,46,20,6,0,165,8,2,5,14,1,5,0,90,15,0,3,104,38,31,5,1
45477,0,9,11,0,0,70,6,1,6,0,1,2,1,29,2,0,1,43,9,19,0,0
95862,0,62,8,3,0,164,6,14,8,23,0,3,2,28,1,0,0,89,28,44,43,18
34767,0,67,6,1,0,254,1,31,4,65,2,5,1,40,113,0,1,94,52,56,4,6
94230,0,35,17,3,0,165,6,8,5,35,1,2,0,48,65,0,6,90,7,30,29,3
67469,0,100,15,18,0,211,2,2,7,63,1,8,0,33,8,0,0,186,86,44,0,0
65268,0,38,13,5,0,109,0,1,7,3,2,0,1,53,2,0,2,89,28,30,17,17
97310,0,19,6,0,0,93,2,4,6,4,2,1,4,43,5,0,3,67,11,20,15,7
37327,0,42,10,9,0,121,1,13,6,8,3,5,1,53,29,0,1,82,20,29,31,27
87990,1,23,3,1,0,104,1,7,5,6,3,4,5,29,11,0,5,73,19,15,1,3
56055,0,58,14,39,0,242,2,15,5,26,3,18,2,70,21,0,0,58,28,94,3,8
33706,0,28,13,2,0,198,17,21,3,1,1,1,0,54,37,0,13,113,25,43,41,65
84281,1,21,12,4,0,89,5,4,6,7,1,1,1,43,17,0,0,74,16,20,14,16
64506,0,20,10,1,0,45,4,1,6,4,2,0,0,37,1,0,0,44,20,9,3,5
71837,0,30,21,6,0,97,2,0,5,5,1,3,2,38,7,0,1,63,26,24,16,24
33883,5,33,8,1,0,273,4,18,6,59,1,8,0,48,6,0,0,90,22,25,6,0
51434,1,29,6,3,0,122,3,3,7,3,4,6,2,49,3,0,4,59,21,34,9,11
51389,0,52,18,19,0,256,6,11,7,28,1,37,6,64,25,0,0,102,34,96,22,4
34006,0,29,15,12,0,111,7,5,6,3,1,3,0,33,11,0,0,75,17,33,14,1
50201,0,32,7,3,0,87,2,5,6,5,2,1,1,27,26,0,1,61,25,23,0,0
70973,0,34,9,1,0,84,6,3,6,10,2,0,1,32,18,0,2,79,17,17,11,17
82267,0,10,10,1,0,64,4,4,7,0,5,3,5,24,11,0,3,54,8,20,2,0
31217,0,119,73,22,0,329,9,8,6,21,2,8,0,109,2,0,0,162,110,84,31,49
17749,0,24,3,3,0,176,4,2,10,6,0,2,4,65,4,0,8,75,14,42,31,15
69812,0,82,16,8,2,283,3,9,9,32,4,2,0,102,13,0,7,139,52,61,15,21
82146,0,42,5,9,0,129,4,1,6,9,0,5,1,21,0,0,0,34,23,31,7,1
6727,0,34,13,0,0,96,0,1,6,0,3,2,0,27,2,0,4,57,14,18,0,1
4485,0,19,6,1,0,92,4,9,7,22,0,8,0,35,10,0,5,71,14,30,27,2
40374,0,148,25,5,0,353,18,4,6,49,3,1,2,85,128,0,4,143,46,48,61,55
52299,0,69,12,11,0,208,2,56,5,68,1,19,1,57,16,0,0,119,45,65,31,37
10648,0,21,7,12,0,148,1,3,8,4,1,4,14,36,9,0,6,60,12,26,19,4
92132,0,7,3,1,0,142,1,0,5,0,0,1,2,61,1,0,3,73,4,39,152,28
70187,6,29,16,3,0,186,0,2,3,0,1,3,4,45,7,0,1,128,10,14,2,4
71171,0,21,14,4,0,123,2,7,4,6,0,2,1,41,34,0,2,91,18,29,16,0
36732,0,19,3,1,0,86,1,6,8,18,4,7,0,15,4,0,1,38,11,26,0,1
45778,0,38,6,1,0,739,3,26,3,271,3,0,0,166,3,0,0,58,26,232,0,1
43315,0,61,18,7,0,197,1,15,6,63,2,15,10,35,6,0,0,94,32,80,81,60
68304,3,25,21,7,0,194,0,9,7,6,2,3,10,76,11,0,3,88,24,52,25,20
2496,0,45,20,13,0,238,2,1,8,5,0,29,7,58,6,0,7,65,39,80,88,9
79221,2,34,14,1,0,188,3,9,4,8,1,1,1,41,12,0,10,89,23,34,5,2
1447,0,8,4,3,0,109,3,1,5,3,0,1,0,62,13,0,0,118,7,32,0,1
6105,0,62,27,4,0,189,13,21,4,42,2,6,2,53,24,0,0,124,52,49,6,11
18772,0,32,9,5,0,111,3,7,6,2,2,1,3,35,22,0,2,81,25,32,6,5
4814,1,90,15,13,3,245,0,2,4,33,1,7,2,73,2,0,0,160,22,39,51,41
79079,0,89,37,3,0,343,3,18,9,16,1,5,1,108,32,0,10,119,60,57,98,44
12016,0,36,8,6,0,100,2,3,5,9,5,1,4,28,47,0,1,64,28,33,12,16
76545,7,36,16,7,0,280,0,7,2,18,1,1,0,54,42,0,5,163,15,23,9,2
12295,0,21,9,1,4,109,9,0,5,0,2,0,0,45,0,0,0,52,21,27,0,4
13868,0,32,31,0,0,110,3,0,6,0,2,3,1,54,5,0,2,96,31,22,3,4
4056,0,36,20,8,0,80,2,1,6,12,1,4,6,18,0,0,0,49,21,23,1,1
85213,0,31,21,4,0,113,10,3,4,1,2,1,2,40,7,0,0,64,24,26,21,22
5888,0,13,13,1,0,98,6,3,8,3,2,0,0,57,14,0,1,57,13,20,6,3
30285,0,18,8,0,0,64,0,0,7,0,5,1,1,17,6,0,4,74,7,11,11,8
8132,0,47,4,13,0,131,5,3,6,11,2,2,1,26,18,0,0,77,35,46,1,1
36751,0,31,11,1,0,143,3,22,3,7,4,0,7,40,58,0,5,88,22,22,1,1
47113,0,27,26,1,0,90,2,0,4,0,2,0,1,60,0,0,3,89,23,20,37,44
1250,0,116,14,1,0,352,5,5,7,15,2,0,2,45,85,0,13,145,89,62,0,3
13776,0,25,8,4,0,97,1,3,6,4,1,5,0,35,4,0,1,39,8,22,16,15
9040,0,41,5,12,6,226,11,18,6,19,0,0,0,25,53,0,0,59,23,42,64,11
28206,0,35,12,4,0,164,4,17,5,7,2,1,4,87,45,0,7,121,32,26,7,2
70419,4,24,13,1,0,111,1,3,7,1,2,4,2,44,10,0,1,66,23,28,10,5
19793,1,69,21,13,0,378,0,27,7,34,4,16,2,129,105,0,3,159,38,148,53,48
72440,0,16,8,0,0,64,12,0,6,0,2,1,1,27,3,0,1,44,16,19,23,38
67872,0,187,11,25,0,432,22,125,5,221,3,19,0,38,7,0,0,105,85,115,1,1
2486,0,78,21,13,0,154,0,5,3,26,6,14,10,35,5,0,0,74,70,89,25,15
89298,1,59,28,1,0,203,11,0,8,0,1,2,1,66,49,0,1,104,47,42,0,3
33848,0,53,24,11,0,183,4,2,6,7,10,7,1,54,11,0,1,105,38,60,16,18
51259,0,31,47,1,0,136,0,0,4,0,1,0,1,81,0,0,0,79,31,28,11,41
59253,0,42,11,13,0,110,6,39,8,46,2,12,0,28,31,0,0,107,31,37,3,2
25884,0,34,30,3,0,140,2,7,4,3,3,1,1,61,14,0,2,105,27,25,49,19
47907,0,15,12,0,0,153,28,1,5,2,2,0,0,30,0,0,1,38,12,39,7,4
88865,0,35,17,9,0,113,3,0,4,7,9,1,2,40,2,0,0,81,26,31,1,0
21256,2,56,36,13,0,223,4,1,7,8,2,0,2,53,4,0,8,123,44,62,29,21
2168,0,23,14,5,0,138,7,2,4,6,0,1,0,73,15,0,3,120,17,35,31,22
12113,0,28,14,5,0,92,0,0,4,2,4,0,6,56,25,0,0,47,20,24,8,6
65466,0,31,9,0,0,204,4,15,7,15,0,3,0,36,21,0,14,77,11,42,16,10
21749,0,20,8,26,0,213,0,2,5,9,1,0,9,65,0,0,1,85,11,51,102,23
20792,0,29,10,4,7,115,4,3,3,17,4,5,3,85,16,0,1,103,26,29,17,9
83307,0,29,8,0,0,120,12,5,6,10,1,1,0,57,21,0,0,105,28,32,15,3
67825,0,62,27,4,0,189,13,21,4,42,2,6,2,53,24,0,0,124,52,49,6,12
1277,0,13,6,5,0,70,0,0,7,2,1,0,5,24,8,0,2,65,9,19,20,5
88179,0,28,6,6,0,125,7,9,8,22,2,14,7,36,15,0,1,31,17,34,16,6
77461,3,91,31,6,0,589,7,5,8,24,0,7,1,109,51,0,28,134,53,66,76,30
43871,0,44,17,7,0,78,4,24,3,19,1,6,1,36,11,0,0,86,36,21,1,1
72974,0,11,3,1,0,80,3,0,8,1,3,1,1,11,0,0,1,35,11,22,4,13
1569,1,67,18,5,0,264,0,16,5,12,1,6,16,76,57,0,0,175,61,55,42,24
56937,0,69,15,13,0,294,4,8,6,35,0,1,8,132,19,0,0,156,44,62,74,29
14354,0,26,11,1,0,124,9,0,6,8,2,1,0,53,1,0,1,59,25,41,6,15
89884,0,12,3,14,0,232,0,0,7,0,0,2,27,39,56,0,13,86,10,56,0,11
55310,0,30,11,8,0,276,2,43,3,11,0,2,1,46,95,0,2,61,27,89,3,3
62869,1,65,13,31,0,424,4,34,6,9,0,20,13,63,69,0,11,178,43,103,86,14
11226,0,46,8,16,0,215,2,4,4,6,4,2,13,18,19,0,0,63,20,57,7,2
9841,0,14,6,1,0,63,3,0,7,0,0,0,1,36,4,0,2,56,13,15,31,29
89496,0,117,19,18,0,262,5,58,9,63,1,4,4,70,21,0,0,166,64,65,0,1
87064,0,15,7,7,0,93,0,17,5,3,0,0,1,28,25,0,4,76,8,31,10,15
49425,0,30,16,0,0,81,3,7,5,0,0,2,0,39,15,0,2,83,23,31,55,7
4667,0,22,6,5,0,113,1,11,8,4,3,2,1,28,0,0,1,62,22,44,8,6
31768,0,92,11,4,0,267,2,4,5,3,3,0,31,63,5,0,0,81,70,86,1,7
70147,0,23,17,2,0,99,5,1,7,3,4,1,0,36,10,0,3,78,15,23,3,2
66937,0,76,13,4,0,157,1,23,3,27,2,4,3,33,2,0,0,105,57,30,17,44
27339,0,13,9,5,0,68,1,0,7,4,8,4,1,32,0,0,2,43,12,22,34,10
5448,0,45,18,2,0,158,2,6,4,1,3,0,0,62,69,0,3,82,24,56,5,29
98635,0,25,7,3,0,94,3,11,4,15,1,0,0,55,7,0,0,78,20,8,4,2
77005,0,88,5,0,0,320,0,2,3,2,2,0,21,37,92,0,3,100,7,59,28,9
30450,0,18,9,0,0,108,1,3,5,0,3,4,1,45,6,0,1,49,10,27,55,21
35485,0,111,8,12,0,299,11,54,5,135,0,11,0,11,0,0,0,53,21,78,1,2
61064,0,14,22,0,0,104,3,1,4,0,0,2,0,54,4,0,0,78,14,26,25,3
53925,0,163,2,1,0,309,5,53,4,26,2,1,1,26,193,0,0,52,30,84,27,28
45286,0,16,5,0,0,47,2,4,6,2,1,1,0,36,14,0,0,55,15,16,51,53
33459,0,6,4,1,0,255,0,0,3,0,2,8,1,57,2,0,3,67,6,60,49,40
53013,0,35,11,0,0,216,12,6,3,17,4,2,0,82,113,0,1,81,34,41,1,3
34902,0,29,3,7,0,83,6,2,8,13,2,1,3,17,5,0,1,48,20,24,15,6
1804,0,36,3,5,0,139,4,20,8,50,0,10,9,23,15,0,0,79,21,62,8,1
14251,0,41,8,0,0,170,3,8,4,6,1,1,1,37,16,0,15,62,18,31,11,2
76765,0,56,21,5,0,234,4,9,5,8,5,2,1,79,17,0,4,97,29,72,0,6
46208,0,13,7,6,0,52,6,1,7,4,0,0,0,31,5,0,0,58,10,24,10,4
74727,0,28,12,1,0,96,1,4,5,4,4,0,8,50,7,0,0,66,21,30,34,126
5191,0,17,33,7,0,114,1,11,3,0,7,9,14,28,29,0,2,55,17,33,20,7
60640,0,50,4,6,0,216,2,10,2,19,6,4,2,66,5,0,0,104,31,46,17,9
29613,0,57,7,14,0,214,0,13,6,23,0,3,3,58,64,0,0,59,29,88,14,0
91193,0,58,5,36,0,172,8,8,9,26,2,7,21,9,0,0,0,34,21,81,2,3
83415,1,20,23,0,0,201,1,3,3,7,3,1,1,34,4,0,3,102,15,18,3,0
18882,0,35,9,4,0,220,15,49,8,32,3,0,0,51,132,0,1,64,35,50,2,4
14492,0,36,14,2,0,134,2,9,3,4,1,5,1,84,34,0,2,164,26,31,20,14
51700,0,10,10,1,0,118,0,7,8,2,1,1,1,45,8,0,2,54,5,31,48,29
40333,0,63,36,0,0,974,38,60,7,20,1,0,0,99,477,0,18,169,53,104,3,2
65432,0,24,25,6,0,123,4,0,3,0,5,0,0,47,2,0,0,66,22,38,3,3
18541,0,104,8,6,0,249,12,1,5,32,1,0,2,71,5,0,0,73,64,93,1,1
15773,0,29,9,5,1,110,2,7,5,6,0,1,0,54,40,0,1,82,21,23,40,22
2165,0,60,9,8,0,160,4,23,7,31,5,10,2,48,28,0,3,94,32,42,5,13
24572,0,45,18,7,0,130,3,0,3,9,3,1,1,49,12,0,2,93,32,24,26,11
3315,0,16,15,4,0,91,6,15,5,0,2,3,1,39,35,0,2,119,13,25,10,3
70003,4,53,16,5,0,278,2,9,7,31,3,3,4,78,53,0,10,146,35,68,18,6
45656,0,20,5,0,0,109,2,4,9,3,1,1,0,34,23,0,4,84,13,20,2,1
20929,0,86,48,3,0,176,4,13,6,10,9,0,1,87,46,0,0,147,69,30,9,7
22613,1,8,21,3,0,82,0,0,3,3,0,1,1,62,0,0,0,122,7,17,74,21
69787,0,63,6,6,0,167,5,12,5,19,0,1,1,52,3,0,1,91,29,26,9,40
58334,0,59,11,13,0,304,12,27,4,20,5,0,29,64,22,0,13,124,42,67,2,4
80586,0,25,14,6,0,126,0,1,5,2,0,0,2,39,3,0,4,81,15,32,9,9
12382,3,86,8,2,0,157,2,10,3,19,2,11,1,42,39,0,1,62,48,26,16,12
7779,0,25,8,2,0,65,1,6,5,10,2,2,0,50,1,0,0,58,18,8,5,13
72491,1,31,5,4,0,173,0,16,3,4,0,1,0,53,69,0,5,102,25,27,4,1
30544,0,15,6,2,0,100,3,1,6,1,1,0,3,19,0,0,0,56,8,55,38,44
15438,1,13,8,1,0,76,6,2,5,1,1,0,0,44,14,0,2,53,9,16,0,1
16179,0,16,8,0,0,71,4,4,11,2,1,0,2,29,11,0,2,84,15,19,45,38
99929,0,21,17,1,0,87,5,10,4,0,2,2,1,52,17,0,0,67,17,22,6,3
45366,0,30,20,4,0,100,3,0,7,0,3,0,3,42,2,0,0,66,24,21,190,98
84842,0,31,11,2,0,125,7,24,3,3,4,1,0,72,107,0,0,79,28,29,2,2
29850,0,18,8,2,1,110,2,2,5,7,2,0,5,49,18,0,0,95,14,28,58,20
41663,0,29,16,1,0,98,2,0,4,1,1,0,0,53,4,0,1,81,26,17,0,0
41562,0,64,8,15,0,234,1,22,5,23,3,55,2,66,62,0,8,116,29,56,7,5
74611,0,36,7,3,0,121,8,15,6,21,2,4,1,50,22,0,0,71,32,32,0,0
97818,0,69,13,4,0,188,5,28,5,9,2,0,4,57,95,0,1,104,46,30,40,69
10978,0,91,8,5,0,223,0,67,6,117,6,13,3,54,42,0,0,95,34,120,14,8
70464,0,19,17,0,3,112,1,3,6,2,2,0,1,30,9,0,2,119,17,9,0,0
16978,0,15,6,7,0,382,9,11,5,89,3,28,1,141,168,0,0,190,15,209,14,7
31173,0,3,2,1,0,45,2,0,9,2,0,0,0,20,0,0,1,29,3,12,62,8
10876,0,49,8,4,0,87,3,0,6,55,0,0,0,40,38,0,0,63,28,39,1,7
29528,0,17,11,4,1,86,0,2,7,2,4,0,0,27,12,0,5,60,9,20,9,15
60297,0,19,17,11,2,128,1,0,6,12,0,26,1,31,0,0,0,35,6,60,3,1
73604,0,23,5,6,0,94,4,14,7,16,0,0,0,26,10,0,3,57,15,25,11,2
35592,0,28,12,6,0,183,3,0,4,2,2,2,0,42,6,0,0,48,15,44,23,12
29349,0,103,10,5,0,277,0,4,4,4,1,2,5,44,11,0,0,115,27,70,106,46
9632,0,28,20,5,0,119,0,3,6,6,7,0,1,53,3,0,3,71,19,21,30,19
61298,0,15,9,4,0,142,1,0,4,1,1,0,5,43,4,0,0,77,8,44,158,88
94545,0,41,7,4,0,117,5,2,5,11,2,1,1,43,30,0,0,79,27,33,19,2
42463,0,50,11,12,0,127,5,4,10,10,7,0,1,50,28,0,1,83,41,33,3,2
61105,0,43,4,0,0,119,3,1,5,18,0,2,3,34,6,0,1,66,21,24,1,14
52281,0,175,2,120,0,499,4,17,4,356,0,59,11,27,12,0,0,155,60,211,0,0
91264,0,98,8,23,0,252,2,10,4,10,2,7,16,48,98,0,3,121,64,77,0,3
11127,1,53,40,2,0,209,8,10,4,1,0,2,1,80,18,0,0,144,35,46,11,5
5336,0,34,18,6,0,125,0,0,4,10,5,0,5,47,1,0,1,62,28,32,40,25
76321,0,21,8,0,0,81,6,1,6,8,1,0,0,48,4,0,0,73,20,22,17,6
59835,0,19,18,6,0,128,2,1,4,3,1,2,0,109,19,0,1,87,15,45,6,6
51337,11,49,24,2,0,297,1,4,4,8,1,3,0,55,20,0,0,150,17,25,4,1
46664,0,20,18,4,0,68,6,0,6,1,2,1,1,32,1,0,1,59,18,16,11,13
23242,0,28,9,3,0,110,2,15,5,3,3,6,1,38,29,0,1,72,26,24,13,2
50064,0,37,25,8,0,77,6,0,5,0,0,3,0,36,0,0,1,58,18,31,10,3
15274,0,75,18,2,0,151,3,38,4,35,4,14,0,63,34,0,0,109,51,37,18,7
36452,0,30,8,6,0,162,4,7,5,6,1,0,12,61,36,0,2,115,20,36,8,1
80519,0,56,23,5,0,175,4,5,7,19,2,20,1,70,0,0,2,85,37,46,17,15
37700,0,69,8,2,0,231,5,4,9,3,3,12,1,45,48,0,5,68,27,41,2,1
36676,0,24,8,4,0,136,1,9,5,6,1,1,2,51,43,0,1,127,21,55,12,15
1516,0,8,5,1,1,81,2,0,5,1,1,6,1,41,43,0,0,67,8,60,58,22
30210,0,103,18,17,0,530,7,31,10,114,4,8,1,154,119,0,15,173,69,170,27,9
3505,0,114,6,2,0,338,9,13,3,3,0,1,0,55,201,0,3,126,114,22,2,11
40886,0,50,20,5,0,95,6,0,7,5,4,2,1,20,21,0,0,58,39,22,6,4
6002,0,17,7,5,0,92,3,17,6,17,2,1,1,35,9,0,0,65,11,33,2,1
2519,0,14,10,3,0,89,2,2,5,4,2,8,0,32,6,0,6,50,11,22,13,13
98411,5,23,39,0,0,121,4,0,3,0,3,0,1,25,3,0,1,121,23,7,0,1
28173,0,51,14,4,0,192,7,3,4,9,1,2,11,53,7,0,0,99,28,49,44,15
30195,0,20,10,2,0,111,4,2,7,7,3,2,2,46,2,0,3,61,10,40,26,7
80572,0,18,12,1,0,72,3,7,5,3,2,0,3,37,12,0,0,74,16,30,5,13
87425,7,14,13,2,0,178,1,2,4,4,1,4,6,49,11,0,1,91,10,25,9,16
22707,0,28,13,8,0,74,1,0,6,3,7,2,2,34,0,0,0,61,14,17,8,12
